Number and types of applications by all account customers,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Metrics, ,,,,,,,,,,,
Calendar Month,Jul-21,,,,,,,,,,,
Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
SEIFERT & CO,0,0,0,2,1,0,0,0,0,1,0,4
SELBY & CO SOLICITORS,1,0,0,0,0,0,0,0,0,6,2,9
SELBY DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,40,3,43
SELDONS LLP,0,3,6,38,28,0,4,0,1,73,21,174
SELECT CONVEYANCERS LTD,1,0,0,6,5,0,2,0,0,4,5,23
SELECT PROPERTIES (RAMSGATE) LTD,0,0,0,0,0,0,0,0,0,2,5,7
SELIG & PARTNERS LIMITED,0,2,1,9,0,0,0,0,0,1,0,13
SELINA FINANCE LIMITED,0,0,0,0,5,0,0,0,0,81,7,93
SELKENT SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,56,30,86
SELL UK PROPERTY LTD,2,0,0,24,33,0,0,0,0,5,3,67
SELLAFIELD LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SELVA & CO SOLICITORS,0,1,0,2,2,0,0,0,0,5,0,10
SELVARAJAH & CO,0,0,0,0,0,0,0,0,0,9,7,16
SELWOOD HOUSING SOCIETY LTD,0,0,0,0,0,0,0,0,0,8,3,11
SENECA SECURITIES LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
SEP PROPERTIES LIMITED,0,0,0,7,0,0,0,0,0,18,1,26
SEQUENCE (UK) LIMITED,0,0,0,0,0,0,0,0,0,7,2,9
SEQUENCE (UK) LIMITED,0,0,0,0,0,0,0,0,0,8,0,8
SEQUENCE (UK) LIMITED,0,0,0,0,0,0,0,0,0,14,1,15
SERAPH PROPERTY MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,6,6,12
SERENITY LAW LLP,0,1,0,1,3,0,0,0,0,5,2,12
SERENITY WILL WRITING SERVICES LTD,0,0,0,4,0,0,0,0,0,3,0,7
SERJEANT & SON,18,0,3,14,0,0,0,0,1,0,0,36
SERVICE CHARGE DEBT RECOVERY LTD,0,0,0,0,0,0,0,0,0,2,0,2
SESAME SERVICES LTD,0,0,0,0,0,0,0,0,0,1,0,1
SETFORDS LAW LTD,10,77,49,836,16,10,9,0,5,74,43,1129
SETH O & CO SOLICITORS,0,0,0,2,0,0,0,0,0,0,0,2
SETHI & CO,0,0,0,8,8,0,1,0,0,31,16,64
SEVEN SISTERS INVESTMENTS LTD,0,0,0,0,0,0,0,0,0,3,11,14
SEVENOAKS DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,125,1,126
SEVERN TRENT RETAIL SERVICES,0,0,0,5,0,0,0,0,0,626,4,635
SEVERNSIDE HOUSING,0,0,0,0,0,0,0,0,0,4,4,8
SEWELL & GARDNER,0,0,0,0,0,0,0,0,0,1,0,1
SEWELL MULLINGS & LOGIE LLP,3,0,1,22,15,0,2,0,1,75,27,146
SEYMOUR LEGAL ADVISORY LLP,0,0,0,9,2,0,1,0,2,44,7,65
SEYMOUR LUKE LTD,0,7,0,50,12,0,15,0,1,26,11,122
SEYMOURS SOLICITORS,0,0,0,0,1,0,0,0,0,7,1,9
SEYMOURS SOLICITORS,1,0,0,24,14,0,0,0,0,23,7,69
SFP PROPERTY LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
SG EQUIPMENT FINANCE LTD,0,0,0,0,0,0,0,0,0,1,0,1
SG KLEINWORT HAMBROS BANK (CI) LTD,0,0,0,11,0,0,0,0,0,0,0,11
SG KLEINWORT HAMBROS BANK LTD,0,0,0,11,0,0,0,0,0,0,0,11
SG STRUCTURES CONS STRUC ENG LTD,0,0,0,0,0,0,0,0,0,8,0,8
SH LEGAL SEARCHES LTD,0,0,0,0,0,0,0,0,3,0,0,3
SHACKLOCKS,2,0,0,21,3,0,1,0,9,89,32,157
SHAFIQUE SOLICITORS,0,0,0,0,0,0,0,0,0,1,0,1
SHAH LAW CHAMBERS,0,0,0,1,0,0,0,0,0,0,0,1
SHAHBAN SOLICITORS,0,0,0,0,0,0,0,0,0,2,0,2
SHAHID RAHMAN,0,1,0,1,6,0,0,0,0,10,2,20
SHAHRIAR SOLICITORS LIMITED T/A LL,0,0,0,0,0,0,0,0,0,3,0,3
SHAHZADS SOLICITORS,0,0,0,2,0,0,0,0,0,3,0,5
SHAKESPEARE MARTINEAU LLP,4,58,75,379,339,1,506,0,171,1288,353,3174
SHAKIB & CO,0,0,0,0,0,0,0,0,0,9,2,11
SHAMS & WILLIAMS LTD,0,0,0,0,2,0,0,0,0,10,0,12
SHANAZ & PARTNERS,0,0,0,1,0,0,0,0,0,6,1,8
SHANGHAI COMMERCIAL BANK LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SHANLY HOMES LTD,0,0,0,0,0,0,0,0,0,199,43,242
SHANTHI & CO,0,0,0,0,2,0,0,0,0,19,7,28
SHARE A MORTGAGE LTD,0,0,0,0,0,0,0,0,0,36,0,36
SHARED ACCESS LTD,0,0,0,0,0,0,0,0,0,2,2,4
SHARIF & CO SOLICITORS,0,0,0,0,1,0,0,0,0,2,1,4
SHARMAN AND SON SOLICITORS,1,0,0,17,0,0,0,0,0,4,0,22
SHARMAN DEVELOPMENTS LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SHARMAN FIELDING,0,0,0,0,0,0,0,0,0,9,0,9
SHARMAN LAW,1,2,2,31,17,0,4,0,7,90,48,202
SHARMAN QUINNEY,0,0,0,1,0,0,0,0,0,18,1,20
SHAROW LEGAL SERVICES LTD,0,0,0,0,0,0,0,0,22,0,0,22
SHARP & RIMMER,0,0,2,9,1,0,3,0,1,45,17,78
SHARP CROSS & MANN LLP,0,0,1,47,23,0,2,0,2,105,27,207
SHARPE & PERL,1,0,0,14,5,0,1,0,0,31,14,66
SHARPE PRITCHARD,1,0,1,6,0,0,0,0,0,18,4,30
SHARRATTS (LONDON) SOLICITORS,0,15,8,31,34,0,21,0,4,57,11,181
SHAUN BRADLEY PROJECT SERVICES LTD,0,0,0,0,0,0,0,0,0,7,0,7
SHAW & CO,0,0,0,1,2,0,0,0,0,24,18,45
SHAW & COMPANY SOLICITORS,0,0,0,0,0,0,0,0,0,1,1,2
SHAW AND COMPANY (SURVEYORS) LTD,0,0,0,0,0,0,0,0,0,5,39,44
SHAW GIBBS LLP,0,0,0,0,0,0,0,0,0,10,0,10
SHAWBROOK ASSET FINANCE T/A,0,0,0,0,0,0,0,0,0,837,0,837
SHAWBROOK BANK LIMITED,0,0,0,156,2,21,0,0,0,794,8,981
SHAWS ESTATE AGENTS LIMITED,0,0,0,0,0,0,0,0,0,18,0,18
SHEEHAN LEGAL,0,0,0,0,1,0,0,0,0,2,2,5
SHEFFIELD CITY COUNCIL,0,0,0,20,7,0,0,0,1,220,79,327
SHELBOURNES SOLICITORS,0,0,0,1,0,0,0,0,0,3,3,7
SHELDON BOSLEY,0,0,0,0,0,0,0,0,0,6,0,6
SHELDON DAVIDSON SOLICITORS LTD,0,0,0,0,0,0,0,0,0,1,0,1
SHELL INTERNATIONAL,0,0,0,1,0,0,0,0,0,24,1,26
SHELTER W MIDLANDS ADVICE SERVICE,0,0,0,0,0,0,0,0,0,16,0,16
SHENSTONE PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,174,21,195
SHENTONS,1,0,0,18,11,0,2,0,2,26,25,85
SHEPHERD & COMPANY,0,0,0,13,12,0,2,0,0,29,9,65
SHEPHERD & WEDDERBURN WS,2,4,1,98,103,0,3,0,4,178,33,426
SHEPHERD HARRIS AND CO LIMITED,0,3,0,23,35,0,7,0,11,46,18,143
SHEPHERD MANAGEMENT SURVEYORS,0,0,0,0,0,0,0,0,0,11,0,11
SHEPHERD PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,76,20,96
SHEPHERDS BUSH HOUSING ASSOCIATION,0,0,0,0,0,0,0,0,0,23,1,24
SHERBORNES SOLICITORS LIMITED,0,0,0,0,1,0,0,0,2,12,4,19
SHERGILL & CO,0,0,1,27,39,1,11,0,1,78,43,201
SHERGROUP LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SHERIDAN & STRETTON,0,1,0,15,3,0,3,0,1,31,20,74
SHERIDANS SOLICITORS,0,1,0,40,13,0,5,0,1,56,18,134
SHERRARDS,1,4,2,64,22,0,11,0,4,217,81,406
SHERWILL FORBES,0,0,0,0,0,0,0,0,0,969,15,984
SHERWOOD SOLICITORS,0,4,1,33,35,0,0,0,1,74,47,195
SHERWOOD WHEATLEY,0,1,0,19,9,0,11,0,0,41,16,97
SHERWOOD-SMITH TILLEY & CO,0,0,1,9,9,0,0,0,0,22,4,45
SHIPLEYS LLP,0,0,0,0,0,0,0,0,0,16,0,16
SHIPTON HALLEWELL & CO,0,0,1,5,2,0,0,0,1,13,7,29
SHIRE LEASING PLC,0,0,0,0,3,0,0,0,0,0,0,3
SHIRE SOLICITORS,0,0,0,0,0,0,0,0,0,2,0,2
SHIRLEY FRETWELL,0,0,0,3,4,0,0,0,0,8,3,18
SHIRLEY M EVANS SOLICITOR LIMITED,0,0,0,2,2,0,1,0,0,9,7,21
SHOE ZONE,0,0,0,1,0,0,0,0,0,13,0,14
SHOKER LEGAL SERVICES LTD,0,1,0,1,0,0,0,0,0,0,0,2
SHOOSMITHS,6,90,48,1093,291,2,83,0,72,2395,767,4847
SHOPSETC.COM LTD,0,0,0,0,0,0,0,0,0,1,0,1
SHOREWOOD HOMES LTD,0,0,0,0,0,0,0,0,0,0,1,1
SHORT BROS HOMES LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SHORT RICHARDSON & FORTH LLP,0,1,0,10,10,0,0,0,6,57,20,104
SHOULER & SON,0,0,0,0,0,0,0,0,0,3,2,5
SHRANKS SOLICITORS,0,0,0,12,1,0,1,0,0,35,15,64
SHROPSHIRE COUNCIL,0,0,0,6,1,0,4,0,0,189,28,228
SHROPSHIRE GREEN ENERGY CENTRE LIM,0,0,0,0,0,0,0,0,0,24,0,24
SHROPSHIRE PROPERTY SEARCH,0,0,0,0,0,0,0,0,0,2,2,4
SHULA RICH,0,0,0,0,0,0,0,0,0,25,0,25
Shulmans,1,1,4,239,10,0,1,0,0,16,0,272
SIAN THOMAS & DAUGHTER,2,0,4,39,41,0,4,0,2,75,49,216
SIBLEY PARES LLP,0,0,0,0,0,0,0,0,0,0,4,4
SIBNER JOINT VENTURES LTD,0,0,0,0,0,0,0,0,0,4,1,5
SIDLEY AUSTIN LLP,0,0,0,2,0,0,0,0,0,12,1,15
SIEMENS FINANCIAL SERVICES LTD,0,0,0,0,0,0,0,0,0,3,0,3
SIEMENS PUBLIC LIMITED COMPANY,0,0,0,0,0,0,0,0,0,2,0,2
SIGMA LAW LIMITED,0,0,0,1,0,0,0,0,0,0,0,1
SIGMA PROPERTY LIMITED,0,0,0,0,0,0,0,0,0,3,2,5
SIGNATURE PRIVATE FINANCE LTD,0,0,0,0,0,0,0,0,0,46,2,48
SILK FAMILY LAW LIMITED,0,0,0,1,0,0,0,0,0,23,0,24
SILK ROUTE LTD,0,0,0,0,3,0,0,0,0,7,2,12
SILKS,1,1,4,21,26,0,5,0,2,64,38,162
SILLS AND BETTERIDGE,13,1,16,209,189,2,49,0,26,502,195,1202
SILVA HOMES LIMITED,0,0,0,0,1,0,0,0,0,5,8,14
SILVER LINING ESTATE PLANNING LTD,0,0,0,3,0,0,0,0,0,0,0,3
SILVER SHEMMINGS LLP,1,2,0,9,8,0,1,0,1,27,12,61
SILVERBACK COMMERCIAL LAW SEVS LTD,0,0,0,3,0,0,0,0,0,5,0,8
SILVERDALE SOLICITORS,0,1,2,87,77,0,15,0,1,123,53,359
SILVERMAN LIVERMORE,0,0,0,0,0,0,0,0,0,6,0,6
SILVERMAN PEAKE SOLICITORS,0,0,0,0,1,0,0,0,0,4,0,5
SILVERSTONE SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SILVINE SOLICITORS,0,0,0,1,0,0,0,0,0,1,1,3
SIMARC PROPERTY MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,110,151,261
SIMCOCKS ADVOCATES,0,0,0,0,0,0,0,0,0,2,0,2
SIME & SIME LIMITED,0,0,0,0,0,0,0,0,0,8,0,8
SIMEOUS LTD,0,1,2,55,23,0,4,0,2,79,58,224
SIMMONDS,0,1,0,4,2,0,0,0,0,9,6,22
SIMMONDS HURFORD,1,0,0,10,0,0,0,0,0,0,0,11
SIMMONS & SIMMONS,0,1,0,55,6,2,3,0,0,231,40,338
SIMMONS AND SONS SURVEYORS LLP,0,0,0,0,0,0,0,0,0,54,1,55
SIMMONS GLEEK,0,0,0,0,0,0,0,0,0,4,6,10
SIMMONS STEIN,0,0,0,3,1,0,0,0,1,47,8,60
SIMO & CO SOLICITORS,0,0,0,0,4,0,0,0,0,4,3,11
SIMON ALEXANDER CONSULTING LTD,0,0,0,0,0,0,0,0,0,2,0,2
SIMON BETHEL SOLICITORS,0,0,0,0,1,0,0,0,0,1,0,2
SIMON BISHOP PROPERTY SERVICES LTD,0,0,0,0,0,0,0,0,0,39,17,56
SIMON BROOK/SOUTH EAST LEASEHOLD,0,0,0,0,0,0,0,0,0,1,0,1
SIMON BURN SOLICITORS,0,0,0,0,0,0,0,0,0,2,0,2
SIMON MERCHANT PROPERTY SOLICITOR,0,0,1,35,31,0,2,0,1,133,55,258
SIMON MILLER & COMPNY LETTINGS LTD,0,0,0,0,0,0,0,0,0,3,0,3
SIMON O'TOOLE,0,0,0,0,0,0,0,0,0,3,0,3
SIMON POWELL T/A SIMON POWELL COMM,0,0,0,0,0,0,0,0,0,2,0,2
SIMON STOWE SOLICITORS LIMITED,0,0,0,1,0,0,0,0,0,12,4,17
SIMONS MUIRHEAD & BURTON,0,1,0,31,16,0,8,0,4,78,26,164
SIMONS RODKIN LITIGATION SOLICITOR,0,0,0,4,2,1,0,0,0,23,4,34
SIMPER LAW LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
SIMPLE HEATING SERVICES LIMITED,0,0,0,0,0,0,0,0,0,278,0,278
SIMPLE HOME MOVE LIMITED,0,0,1,3,1,0,0,0,0,6,0,11
SIMPLY COMPLETE,0,0,0,27,0,0,0,0,0,0,0,27
SIMPLY CONVEYANCING PROPERTY LAWYERS,5,15,13,458,371,0,72,0,22,1440,590,2986
SIMPLY GREEN ENERGY SERVICES LTD,0,0,0,0,0,0,0,0,0,8,3,11
SIMPLY LEGAL TEAM LTD,0,0,0,2,2,0,0,0,0,0,0,4
SIMPSON DUXBURY ROOLEY,1,1,0,30,31,0,1,0,0,95,29,188
SIMPSON JONES LLP,0,0,5,87,89,0,12,0,4,117,69,383
SIMPSON MILLAR LLP,0,4,2,97,127,0,13,0,5,381,227,856
SIMPSON SISSONS & BROOKE LLP,0,0,0,0,0,0,0,0,0,17,0,17
SIMPSONS ESTATE AGENTS LIMITED,0,0,0,0,0,0,0,0,0,16,3,19
SIMUNIX LTD,0,0,0,0,0,0,0,0,0,1278,0,1278
SINCLAIR DALBY LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
SINCLAIR GARDENS INVESTMENTS LTD,0,0,0,0,0,0,0,0,0,44,4,48
SINCLAIR GIBSON LLP,0,0,0,1,0,0,0,0,0,4,0,5
SINCLAIR HUGHES LTD,0,0,0,0,0,0,0,0,0,15,0,15
SINCLAIR TAYLOR DEBT MANAGMNT LTD,0,0,0,0,0,0,0,0,0,488,0,488
SINCLAIRHILL LIMITED,0,0,0,0,0,0,0,0,0,4,2,6
SINCLAIRS (HENDON) LIMITED,0,0,0,16,0,0,0,0,0,3,0,19
SINCLAIRSLAW LIMITED,0,2,0,28,14,0,0,0,0,29,8,81
SINGH KARRAN & COMPANY,0,0,1,14,6,0,0,0,1,46,10,78
SINGHANIA & CO,0,0,0,20,9,0,0,0,3,51,19,102
SINGLETONS AUSTIN RYDER,0,4,0,28,13,0,2,0,0,54,28,129
SINTONS LLP,3,3,5,123,122,1,19,0,29,274,106,685
SIP CAR PARKS LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
SITEC INFRASTRUCTURE SERVICES LTD,0,0,0,0,0,0,0,0,0,2,0,2
SITECH SURVEYING SERVICES LTD,0,0,0,0,0,0,0,0,0,6,0,6
SIX FORWARD LTD,0,0,0,0,0,0,0,0,0,29,0,29
SIXTEEN REAL ESTATE (PRO) LTD,0,0,0,0,0,0,0,0,0,0,12,12
SJM BUTLER TRADING AS STEVE BUTLER,0,0,0,0,0,0,0,0,0,1,8,9
SJP SOLICITORS,0,1,0,23,9,0,2,0,2,60,34,131
SJS LAW,0,0,0,2,3,0,4,0,1,17,3,30
SJS PROPERTY MANAGEMENT,0,0,0,0,0,0,0,0,0,4,0,4
SJS SOLICITORS,0,0,0,0,1,0,0,0,0,3,2,6
SKANSKA TA TRIIO,0,0,0,0,0,0,0,0,0,4,0,4
SKANTHABALAN SOLS,0,0,0,2,0,0,0,0,0,3,1,6
SKD LEGAL LTD,0,0,0,0,0,0,0,0,0,1,0,1
SKIPTON BUILDING SOCIETY,0,0,0,1976,0,0,0,0,0,30,4,2010
SKIPTON BUSINESS FINANCE LTD,0,0,0,0,0,0,0,0,0,49,0,49
SKIPTON INTERNATIONAL LIMITED,0,0,0,0,0,0,0,0,0,103,0,103
SKY BLUE HOMES LIMITED,0,0,0,0,0,0,0,0,0,6,0,6
SKY SOLICITORS LTD,0,0,0,0,0,0,0,0,0,3,4,7
SKY UK LIMITED,0,0,0,0,0,0,2,0,0,3,2,7
SKYLARK HILL SOLICITORS LLP,0,0,0,0,0,0,0,0,0,9,0,9
SL & CO SOLICITORS LTD,0,0,1,7,1,0,0,0,0,7,3,19
SLATER & GORDON (UK) LLP,0,3,4,83,0,0,0,0,1,56,4,151
SLATER BRADLEY & CO,0,2,0,10,4,0,0,0,0,37,13,66
SLATER HEELIS LLP,3,2,4,133,75,0,17,0,32,370,138,774
SLAUGHTER & MAY,0,0,0,19,1,3,0,0,0,116,30,169
SLEE BLACKWELL,7,1,6,147,136,0,26,0,9,285,152,769
SLEIGH SON & BOOTH,1,0,1,39,49,0,2,0,2,128,53,275
SLIG LAW LLP,0,0,0,0,0,0,0,0,0,6,0,6
SLOAN PLUMB WOOD,0,0,0,10,8,0,5,0,4,87,12,126
SLOGGETT GROUP LTD,0,0,0,0,0,0,0,0,0,3,1,4
SLOUGH BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,132,19,151
SLS WILLS AND MORE LTD,0,0,0,0,0,0,0,0,0,17,0,17
SM LAWSON SOLICITORS,0,0,0,3,0,0,0,0,0,0,0,3
SM PROPERTY CLEETHORPES LTD,0,0,0,0,0,0,0,0,0,19,0,19
SMALLEYS SOLCITORS LTD,0,2,1,45,42,0,17,0,2,80,43,232
SMART COMMERCIAL VENTURES LTD,0,0,0,0,0,0,0,0,0,4,0,4
SMART ENERGY WEST MIDLANDS LTD,0,0,0,0,0,0,0,0,0,4,0,4
SMART INSOLVENCY SOLUTIONS LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
SMART LAW SOLICITORS LLP,1,0,0,13,5,0,0,0,0,8,4,31
SMART LEGAL,0,0,0,27,8,0,7,0,2,38,12,94
SMART MONEY,0,0,0,0,0,0,0,0,0,47,0,47
SMART PLANNING LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
SMARTESTENERGY LTD,0,0,0,0,0,0,0,0,0,13,0,13
SME INVOICE FINANCE LTD,0,0,0,0,0,0,0,0,0,69,0,69
SMEREKA & ASSOCS CHTD BLDG SRVYNG,0,0,0,0,0,0,0,0,0,9,1,10
SMG SOLICITORS,0,0,0,1,0,0,0,0,0,0,0,1
SMH HAYWOOD & CO LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
SMITH & CO SOLICITORS,0,2,1,15,1,0,0,0,0,3,0,22
SMITH & GRAHAM,0,0,2,20,20,0,0,0,2,67,36,147
SMITH AND PARTNERS,0,0,0,0,0,0,0,0,0,12,0,12
SMITH AND WILLIAMSON LTD,0,0,0,1,0,0,0,0,0,692,22,715
SMITH GADD & CO,3,2,0,17,4,0,3,0,1,79,35,144
SMITH JONES SOLICITORS,0,0,0,0,0,0,0,0,0,3,0,3
SMITH LLEWELYN PARTNERSHIP,1,0,0,13,6,0,1,0,0,43,8,72
SMITH PEARMAN LIMITED,0,0,0,0,0,0,0,0,0,5,2,7
SMITH ROBINSON HIGLEY,0,0,0,0,0,0,0,0,0,1,11,12
SMITH RODDAM,3,0,4,57,27,0,4,0,2,83,42,222
SMITH SUTCLIFFE,1,0,1,44,32,0,3,0,3,139,53,276
SMITH TUNBRIDGE AYRES LTD,0,0,0,0,0,0,0,0,0,110,18,128
SMITHERS PURSLOW LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
SMITHFIELD PARTNERS,0,0,0,30,20,0,6,0,2,51,30,139
SMK LAW SOLICITORS LLP,0,0,0,2,0,0,0,0,0,0,0,2
SMP PARTNERS LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
SMS ENERGY SERVICES LTD,0,0,0,0,0,0,0,0,0,15,26,41
SMYTH BARKHAM,0,0,0,1,0,0,0,0,0,4,1,6
SNAPPY SNAPS FRANCHISES LIMITED,0,0,0,0,0,0,1,0,0,4,0,5
SNARECROFT LIMITED,0,0,0,0,0,0,0,0,0,8,4,12
SNELLERS LIMITED,0,0,0,0,0,0,0,0,0,16,8,24
SNOWDONIA NATIONAL PARK AUTHORITY,0,0,0,0,0,0,0,0,0,5,0,5
SO LEGAL LIMITED,0,6,4,62,5,0,4,0,1,20,12,114
SO UK ASSET MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,5,0,5
SOCIAL MONEY LIMITED,0,0,0,0,0,0,0,0,0,142,0,142
SOHA HOUSING LIMITED,0,0,0,0,0,0,0,0,0,2,4,6
SOLACEXIS LTD,0,0,0,0,0,0,0,0,0,4,0,4
SOLAR 2 LIMITED,0,0,0,0,0,0,0,0,0,14,0,14
SOLENT INVESTMENTS LTD,0,0,0,3,0,0,0,0,0,2,0,5
SOLENT PROPERTY LAWYERS LIMITED,0,0,1,39,27,0,0,0,1,68,37,173
SOLEX LEGAL SERVICES LIMITED,2,2,1,1271,1749,0,3,0,1,1569,125,4723
SOLICITOR DIRECT,2,1,1,25,14,0,5,0,1,54,28,131
SOLICITORS INN LTD,0,1,0,0,0,0,0,0,0,2,0,3
SOLICITORS TITLE,1,0,0,8,5,0,0,0,1,32,13,60
SOLIDUM SOLICITORS,0,2,0,2,3,0,0,0,0,10,5,22
SOLIDUS IEP LTD,0,0,0,21,0,0,0,0,0,10,0,31
SOLIHULL COMMUNITY HOUSING LTD,0,0,0,0,0,0,0,0,0,11,0,11
SOLIHULL METROPOLITAN BOROUGH COUNCIL,0,0,0,3,3,1,0,0,0,65,8,80
SOLOMON LEVY & CO,0,0,0,0,1,0,1,0,2,8,1,13
SOLOMON SHEPHERD SOLICITORS LTD,0,0,0,2,0,0,0,0,0,0,0,2
SOLOMON SOLICITORS,0,0,0,1,2,0,0,0,0,9,1,13
SOLOMON TAYLOR SHAW,1,4,1,71,2,0,0,0,0,0,2,81
SOLOMONS LEGAL SOLICITORS,0,0,0,5,5,0,2,0,1,8,3,24
SOLOMONS SOLICITORS (BOURNEMOUTH),1,4,0,24,1,0,1,0,0,0,0,31
SOLSTICE LEGAL SERVICES LIMITED,0,0,0,0,0,0,0,0,0,1,1,2
SOLUTIONS,0,0,0,0,0,0,0,0,0,7,0,7
SOMER COMMUNITY HOUSING TRUST,0,0,0,0,0,0,0,0,0,60,46,106
SOMERFIELD & CO LIMITED,0,1,0,7,13,0,0,0,0,17,11,49
SOMERFORD INVESTMENT PARTNERS LTD,0,0,0,0,0,0,0,0,0,11,4,15
SOMERS & BLAKE SOLICITORS,0,1,0,7,2,0,0,0,0,16,2,28
SOMERSET COUNTY COUNCIL,1,0,0,7,1,0,2,0,14,161,7,193
SOMERSET WEST AND TAUNTON COUNCIL,0,0,0,0,0,0,0,0,0,16,0,16
SONA SOLICITORS,0,0,0,5,0,0,0,0,0,0,0,5
SOOKIAS AND SOOKIAS,0,0,1,0,0,0,0,0,0,7,0,8
SOPHIA ELENA LTD,0,0,0,0,0,0,0,0,0,1,0,1
SORAYA NABI T/A LIA SOLICITORS,0,0,0,5,4,0,0,0,0,12,3,24
SORT LEGAL,3,0,1,176,219,0,5,0,2,256,73,735
SOTHEBY'S INTERNATIONAL REALTY LTD,0,0,0,0,0,0,0,0,0,337,0,337
SOUSA LAW,0,0,0,0,0,0,0,0,0,3,0,3
SOUTH CAMBRIDGESHIRE D C,0,0,0,2,0,0,1,0,0,40,18,61
SOUTH DERBYSHIRE DISTRICT COUNCIL,0,0,1,1,0,0,0,0,0,58,0,60
SOUTH DOWNS NATIONAL PARK,0,0,0,0,0,0,0,0,0,2,0,2
SOUTH DOWNS REAL ESTATE LIMITED,0,0,0,0,0,0,0,0,0,15,0,15
SOUTH EAST LEASEHOLD LTD,0,6,0,10,0,0,7,0,0,65,28,116
SOUTH EAST MEDIATION & LAW LTD,1,0,0,47,0,0,0,0,0,0,0,48
SOUTH EAST WATER LIMITED,0,0,0,6,0,0,0,0,0,32,0,38
SOUTH ESSEX HOMES LIMITED,0,0,0,0,0,0,0,0,0,2,1,3
SOUTH GLOUCESTERSHIRE COUNCIL,0,0,0,6,0,0,0,0,0,75,9,90
SOUTH HAMS DISTRICT COUNCIL,0,0,0,1,0,1,0,0,0,49,5,56
SOUTH HOLLAND DISTRICT COUNCIL,0,0,0,0,0,0,0,0,1,46,16,63
SOUTH KENSINGTON PROP MAN LTD,0,0,0,0,0,0,0,0,0,0,2,2
SOUTH KESTEVEN DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,65,2,67
SOUTH LAKELAND D C,0,0,0,0,0,0,4,0,0,39,10,53
SOUTH LONDON CHURCH FUND,0,0,0,0,0,0,0,0,0,11,4,15
SOUTH NORFOLK DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,10,1,11
SOUTH NORTHAMPTONSHIRE D C,0,0,0,0,0,0,0,0,1,15,2,18
SOUTH OXFORDSHIRE D C,0,0,0,1,0,0,0,0,0,74,5,80
SOUTH RIBBLE BOROUGH COUNCIL,0,0,0,2,0,0,0,0,0,47,4,53
SOUTH SOMERSET DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,5,0,5
SOUTH SOMERSET DISTRICT COUNCIL,0,0,0,2,0,0,2,0,1,10,4,19
SOUTH SOMERSET DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,19,0,19
SOUTH SOMERSET DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,13,0,13
SOUTH SOMERSET DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,10,5,15
SOUTH STAFFORDSHIRE D C,0,0,0,1,0,0,0,0,0,67,1,69
SOUTH STAFFORDSHIRE HOUSING ASSOCIATION LTD,0,0,0,0,0,0,0,0,0,1,1,2
SOUTH STAFFORDSHIRE WATER PLC,0,0,0,0,0,0,0,0,0,25,2,27
SOUTH THAMES GATEWAY,0,0,0,0,0,0,0,0,0,10,0,10
SOUTH TYNESIDE BOROUGH COUNCIL,0,0,0,1,0,0,0,0,0,132,7,140
SOUTH WALES FIRE & RESCUE SERVICE,0,0,0,0,0,0,0,0,0,3,0,3
SOUTH WEST ASSET PROTECTION (EXETE,0,0,0,0,0,0,0,0,0,3,0,3
SOUTH WEST WATER LIMITED,0,0,0,12,0,0,0,0,0,215,4,231
